,index,Opportunities,Contains,Player_ID,Team,Player_Name,Position
0,38577_LA,132,75,38577,LA,Bobby Wagner,ILB
1,41239_LA,75,32,41239,LA,Aaron Donald,DT
2,42816_LA,25,10,42816,LA,Troy Hill,CB
3,43294_LA,49,30,43294,LA,Jalen Ramsey,CB
4,43335_LA,78,28,43335,LA,A'Shawn Robinson,DT
5,47844_LA,73,39,47844,LA,Taylor Rapp,FS
6,47862_LA,21,13,47862,LA,David Long,CB
7,47917_LA,90,17,47917,LA,Greg Gaines,NT
8,48026_LA,103,51,48026,LA,Nick Scott,SS
9,52492_LA,35,21,52492,LA,Terrell Lewis,OLB
10,54750_LA,1,0,54750,LA,Keir Thomas,OLB
11,40107_BUF,11,4,40107,BUF,Micah Hyde,FS
12,40166_BUF,42,23,40166,BUF,Jordan Poyer,SS
13,41341_BUF,62,17,41341,BUF,DaQuan Jones,DT
14,44976_BUF,100,47,44976,BUF,Matt Milano,OLB
15,46085_BUF,128,73,46085,BUF,Tremaine Edmunds,ILB
16,46190_BUF,89,45,46190,BUF,Taron Johnson,CB
17,47792_BUF,27,9,47792,BUF,Ed Oliver,DT
18,52462_BUF,17,5,52462,BUF,A.J. Epenesa,DE
19,52647_BUF,49,23,52647,BUF,Dane Jackson,CB
20,53490_BUF,25,11,53490,BUF,Carlos Basham,DE
21,54650_BUF,20,12,54650,BUF,Christian Benford,CB
22,43298_LA,77,38,43298,LA,Leonard Floyd,DE
23,47939_LA,44,20,47939,LA,Justin Hollins,OLB
24,48770_LA,41,17,48770,LA,Marquise Copeland,DT
25,52846_LA,9,5,52846,LA,Jonah Williams,DT
26,53532_LA,126,75,53532,LA,Ernest Jones,ILB
27,37075_BUF,38,13,37075,BUF,Von Miller,OLB
28,42395_BUF,28,14,42395,BUF,Jordan Phillips,DE
29,53459_BUF,38,19,53459,BUF,Gregory Rousseau,DE
30,54488_BUF,51,33,54488,BUF,Kaiir Elam,CB
31,52607_LA,22,11,52607,LA,Jordan Fuller,SS
32,46232_BUF,36,9,46232,BUF,Tim Settle,DT
33,37097_NO,75,35,37097,NO,Cameron Jordan,DE
34,38607_NO,118,56,38607,NO,Demario Davis,MLB
35,40017_NO,81,43,40017,NO,Tyrann Mathieu,FS
36,41257_NO,31,15,41257,NO,Bradley Roby,CB
37,42421_NO,20,12,42421,NO,P.J. Williams,CB
38,43409_NO,55,22,43409,NO,David Onyemata,DT
39,44823_NO,31,16,44823,NO,Marshon Lattimore,CB
40,44851_NO,65,42,44851,NO,Marcus Maye,FS
41,44862_NO,37,18,44862,NO,Justin Evans,SS
42,46083_NO,54,24,46083,NO,Marcus Davenport,DE
